,data,train_mae,train_mse,train_rmse,train_mape,train_mspe,train_rse,train_corr,test_mae,test_mse,test_rmse,test_mape,test_mspe,test_rse,test_corr
0,MLP_data_light_sms_q_13-19.pt,0.9928138256072998,1.8979263305664062,1.3776525259017944,0.8183335661888123,6.302338123321533,0.823107123374939,0.07500794529914856,1.1358366012573242,3.064671039581299,1.7506201267242432,1.1070477962493896,8.505099296569824,0.7873271107673645,0.027246816083788872
1,MLP_data_q_95-19.pt,0.8975750803947449,1.4903652667999268,1.2208051681518555,1.3475182056427002,142.33419799804688,0.5500165224075317,0.11926061660051346,1.31951904296875,5.122191429138184,2.263225793838501,0.4844835102558136,0.5197532773017883,0.8494243025779724,0.03376198559999466
2,MLP_data_light_months_q_13-19.pt,1.0005158185958862,1.9202759265899658,1.3857401609420776,4.154017925262451,4137.53857421875,0.8312619924545288,0.07476994395256042,1.0927791595458984,2.909862995147705,1.7058320045471191,1.4041717052459717,14.793135643005371,0.7698876261711121,0.027827734127640724
3,MLP_data_light_mean_q_13-19.pt,0.9993511438369751,1.926021933555603,1.3878118991851807,0.925069272518158,13.787395477294922,0.8333661556243896,0.07484424859285355,1.086590051651001,2.9060425758361816,1.7047119140625,1.3226902484893799,13.228825569152832,0.7709819078445435,0.027769388630986214
4,MLP_data_q_13-19.pt,1.0113646984100342,1.9320603609085083,1.3899857997894287,2.8707144260406494,1460.40283203125,0.8355817794799805,0.07503341138362885,1.0893535614013672,2.7885477542877197,1.6698945760726929,2.3768444061279297,96.07145690917969,0.7670310735702515,0.028064968064427376
